310 176192
80 71984
310 175004
80 73712
80 71488
80 71636
80 72500
80 72880
80 72288
80 71596
80 74420
80 66288
540 222660
540 220852
540 221004
540 220816
540 220432
540 220948
540 220812
540 220948
540 220748
540 222368
420 196284
420 196120
420 196340
420 198008
420 197524
420 197928
420 195704
420 197692
420 196064
420 196452
300 174380
300 174892
300 176064
300 174940
300 174780
300 173872
300 176984
300 174796
300 175232
70 63708
300 175756
70 68972
70 65596
70 63112
70 69360
70 64752
70 64948
70 62436
70 60460
70 62636
530 219316
530 220552
190 154976
530 218852
190 155208
530 218532
190 158108
530 218056
190 153308
530 218692
190 155812
530 219332
190 157732
530 218576
190 157332
530 218556
190 156328
530 219204
190 155488
190 154744
410 195044
410 194300
410 194720
410 196036
410 197004
410 196404
410 194760
410 196484
410 196480
410 194700
60 61696
60 59896
60 59868
60 61664
60 60728
60 59812
60 62164
60 60252
60 60044
60 61368
520 218336
520 219300
180 152624
520 217624
180 156808
520 216768
180 153552
520 216960
180 152512
520 216640
180 152580
520 218456
180 153444
520 217516
180 155652
520 217136
180 154032
520 217232
180 153664
180 153876
400 193196
400 194896
400 193424
400 195420
400 193608
400 194268
400 195364
400 193516
400 192924
400 193780
290 174720
290 174280
290 172928
290 170500
290 172052
290 173344
290 174208
290 173292
290 174944
50 56724
290 174688
50 57964
50 56540
50 56248
50 56968
50 56936
50 56788
50 56788
50 56472
50 56916
510 215588
510 215604
170 139104
510 216956
170 137704
510 214636
170 142272
510 215336
170 140828
510 216900
170 137124
510 214076
170 142772
510 214992
170 143040
510 217028
170 142800
510 214772
170 139052
170 137860
280 170948
280 174124
280 171416
280 173776
280 171960
280 171800
280 170512
280 171320
280 172744
40 56364
280 173888
40 56164
40 56364
40 56356
40 56404
40 56404
40 56400
40 56284
40 56268
40 56432
500 212504
500 213520
160 137420
500 214988
160 140784
500 212988
160 137432
500 212440
160 137460
500 213292
160 140728
500 213408
160 141888
500 213272
160 143148
500 213628
160 136452
500 214740
160 141844
160 138960
390 191388
390 194308
390 191784
390 192216
390 192164
390 191944
390 190964
390 193980
390 192448
390 191328
270 170296
270 171448
270 170188
270 171160
270 172388
270 170112
270 169484
270 170904
270 170940
30 56036
270 171352
30 55952
30 56052
30 55900
30 56092
30 56016
30 55932
30 56240
30 56028
30 56112
150 138652
150 137924
150 137456
150 137664
150 136620
150 136976
150 133632
150 134512
150 138820
150 137596
380 190148
380 190072
380 191132
380 190988
380 191476
380 189696
380 192876
380 190652
380 189820
380 191196
600 233448
600 230904
260 170352
600 231660
260 166436
600 234792
260 166756
600 231804
260 167128
600 232824
260 167224
600 231664
260 167372
600 233444
260 165892
600 233444
260 166848
600 232076
260 166708
20 55960
260 167448
20 55952
20 55892
20 56044
20 55952
20 55932
20 56112
20 56032
20 55964
20 55948
490 213372
490 210628
140 138168
490 211320
140 133868
490 211320
140 136932
490 211500
140 137940
490 211668
140 138264
490 211600
140 136820
490 213028
140 137980
490 211600
140 139132
490 210572
140 138516
140 136276
370 191712
370 190296
370 191800
370 190320
370 189376
370 190272
370 190100
370 190304
370 190256
370 190044
250 166096
250 166168
250 167764
250 167748
250 167024
250 165592
250 165776
250 165784
250 166540
10 55940
250 168228
10 56096
10 55932
10 56092
10 55952
10 55804
10 56068
10 56140
10 55928
10 55992
480 210008
480 209468
130 123732
480 211260
130 120944
480 209668
130 123856
480 209700
130 125752
480 211080
130 125128
480 209396
130 123876
480 209632
130 119884
480 209652
130 124360
480 209656
130 122780
130 125508
360 189456
360 188868
360 189072
360 190684
360 188236
360 189716
360 189164
360 189788
360 189116
360 188800
590 228932
590 230444
240 164680
590 229904
240 164100
590 229684
240 165020
590 229624
240 163920
590 228884
240 167548
590 228584
240 166588
590 229468
240 164864
590 228544
240 168272
590 229884
240 164640
240 168284
470 207440
470 207208
120 105660
470 207684
120 107252
470 207432
120 107268
470 207304
120 102328
470 207320
120 107344
470 209220
120 103472
470 208932
120 105048
470 206760
120 106940
470 207032
120 108288
120 106720
350 186464
350 185740
350 186484
350 186260
350 189168
350 187320
350 186464
350 186616
350 186464
350 186432
580 227008
580 230204
230 162968
580 229548
230 162644
580 231736
230 161988
580 227764
230 163164
580 229580
230 163236
580 228968
230 163380
580 226732
230 162396
580 227944
230 163060
580 227796
230 163260
230 164828
460 205992
460 205076
110 103408
460 207076
110 104728
460 205180
110 104244
460 204724
110 106332
460 205388
110 105544
460 204464
110 106204
460 205448
110 103476
460 205040
110 105476
460 205948
110 106248
110 106396
340 183660
340 183460
340 185112
340 182992
340 183368
340 184492
340 186276
340 184000
340 183312
340 183252
570 227812
570 226500
220 162356
570 226100
220 160996
570 226032
220 160032
570 225920
220 160580
570 225268
220 161352
570 226244
220 161348
570 225360
220 160112
570 228628
220 161864
570 226216
220 162588
220 162240
450 205556
450 205156
100 98092
450 202668
100 100716
450 205472
100 98508
450 203988
100 100924
450 203232
100 98644
450 205376
100 90076
450 206968
100 99356
450 203292
100 98420
450 203760
100 101904
100 97096
330 180192
330 182088
330 182604
330 179356
330 180600
330 180604
330 180236
330 180520
330 180548
330 180520
560 224436
560 225208
210 159296
560 224180
210 158880
560 223736
210 160692
560 224536
210 159640
560 224436
210 159044
560 224224
210 159048
560 224268
210 158468
560 223292
210 160232
560 224248
210 158048
210 158176
440 200500
440 203060
440 202568
440 202616
440 201636
440 200788
440 201136
440 200856
440 200244
440 200916
320 177616
320 179596
320 178200
320 177924
320 177784
320 179244
320 176296
320 177636
320 180412
90 94864
320 177816
90 95260
90 85832
90 86700
90 87176
90 95244
90 95396
90 85608
90 86636
90 93488
550 222492
550 222972
200 155696
550 223944
200 156240
550 221868
200 155832
550 222748
200 156148
550 222472
200 154680
550 222848
200 159208
550 222252
200 157064
550 225632
200 155256
550 222616
200 157076
200 156064
430 199256
430 200464
430 200644
430 197888
430 201172
430 199720
430 199260
430 199424
430 199268
430 198544
310 175952
310 178136
310 177916
310 176812
310 177416
310 176132
310 176620
310 176156
725 259180
725 259624
725 259352
725 259200
725 259696
650 242868
650 242612
650 241552
650 243528
650 242456
750 266796
750 266632
750 265208
750 267132
750 267244
675 247148
675 247064
675 249340
675 246892
675 247064
775 272412
775 271664
775 272508
600 234632
775 271056
600 234312
775 271960
600 234572
600 232460
600 232432
700 253324
700 253716
700 253060
700 252776
700 256608
625 237912
625 237884
800 276792
625 237956
800 276892
625 239376
800 276620
625 241016
800 276064
800 277120
725 259644
725 261084
725 259548
725 259580
725 259448
650 242312
650 242768
650 242848
650 242444
650 244212
750 267108
750 265588
750 265488
750 268288
750 269008
675 247260
675 248060
675 247988
675 247940
675 247560
775 272228
775 271220
775 272900
600 234428
775 271644
600 233036
775 273132
600 235040
600 232612
600 233000
700 253436
700 254932
700 253396
700 253324
700 253388
625 237592
625 237824
800 275972
625 237864
800 278380
625 237896
800 276888
625 239580
800 276980
800 276836


360 20908
360 20908
360 20908
360 21428
360 20908
240 14376
240 14336
240 14596
240 14336
240 14396
120 10180
120 10192
120 10220
120 10220
120 10256
580 39568
580 39568
580 39568
580 39568
580 40352
80 332
80 344
80 296
80 120
80 224
460 28308
460 28308
460 28308
460 28308
460 28308
340 19640
340 19640
340 19640
340 19640
340 19640
220 13512
220 13512
220 13948
220 13432
220 13908
100 0
100 112
100 240
100 104
100 132
560 38304
560 37520
560 37516
560 37516
560 37516
60 104
60 136
60 128
60 236
60 120
440 26688
440 26688
440 26688
440 27340
440 26688
320 18444
320 18448
320 18948
320 18444
320 18448
200 12764
200 12800
200 12764
200 12680
200 12800
540 35532
540 35532
540 35532
540 35532
540 35532
40 104
40 120
40 152
40 344
40 232
420 25136
420 25140
420 25140
420 25140
420 25140
300 17332
300 17332
300 17328
300 17332
300 17328
520 33620
520 33620
180 11980
520 33624
180 11980
520 33620
180 11948
520 33620
180 11980
180 12044
20 120
20 236
20 236
20 196
20 256
400 23656
400 23656
400 23656
400 23656
400 23656
280 16276
280 16276
280 16276
280 16276
280 16276
500 31772
500 31772
160 11432
500 31772
160 11488
500 31772
160 11488
500 31776
160 11456
160 11400
380 22828
380 22244
380 22252
380 22244
380 22244
600 42516
600 41696
260 15300
600 41696
260 15296
600 42120
260 15300
600 41696
260 15300
260 15300
140 10872
140 10896
140 10848
140 10872
140 10872
480 30004
480 30004
480 30004
480 30004
480 30004
725 57776
725 56640
725 57776
725 57740
725 57800
650 48256
650 47344
650 48276
650 47344
650 47344
750 61164
750 61164
750 61260
750 61260
750 61128
675 50328
675 51316
675 50328
675 50328
675 50332
775 64596
775 64508
775 64076
600 41704
775 64604
600 41704
775 64408
600 41704
600 41704
600 41704
700 53424
700 53424
700 53424
700 53424
700 53424
625 44472
625 44472
800 66936
625 44472
800 68164
625 44472
800 66936
625 44472
800 68148
800 68032
775 63392
775 63392
775 64512
600 41704
775 63976
600 41704
775 64480
600 41704
600 41704
600 42596
700 54380
700 53424
700 54004
700 53424
700 54200
625 44988
625 44472
800 66936
625 44472
800 68172
625 44472
800 68108
625 44472
800 66936
800 66936
725 57656
725 57776
725 57696
725 56868
725 57752
650 47344
650 47344
650 47344
650 47344
650 47344
750 61236
750 61036
750 61260
750 61232
750 61260
675 50328
675 50328
675 50328
675 51248
675 50328


