90 57.44
90 59.48
90 57.33
90 56.73
90 57.39
90 56.72
90 59.58
90 58.52
90 58.50
90 57.36
120 579.72
80 27.30
80 27.96
80 28.05
80 28.09
80 27.79
80 26.49
80 26.43
80 27.04
80 27.72
80 27.25
110 346.61
110 359.83
110 347.53
110 359.84
110 347.54
110 357.64
110 348.22
110 346.77
110 346.88
110 358.59
70 12.56
70 12.58
70 12.52
70 12.08
70 11.35
70 11.52
70 12.17
70 11.44
70 12.19
70 12.15
100 184.48
100 184.08
100 184.57
100 190.32
100 191.56
100 190.63
100 191.98
100 185.05
100 192.69
100 191.85
60 5.38
60 6.18
60 5.32
60 5.92
60 5.47
60 5.48
60 6.12
60 6.09
60 6.04
60 6.17
50 3.70
50 3.82
50 3.89
50 3.78
50 3.80
50 3.69
50 3.33
50 3.81
50 3.65
50 3.30
40 1.53
40 1.35
40 1.29
40 1.36
40 1.24
40 1.53
40 1.49
40 1.54
40 1.35
40 1.54
30 0.64
30 0.64
30 0.64
30 0.64
30 0.64
30 0.63
30 0.63
30 0.64
30 0.64
30 0.64
20 0.48
20 0.49
20 0.48
20 0.49
20 0.49
20 0.48
20 0.48
20 0.49
20 0.49
20 0.49
10 0.49
10 0.49
10 0.49
10 0.49
10 0.50
10 0.48
10 0.49
10 0.49
10 0.49
10 0.49


120 581.78
80 34.10
80 34.04
80 33.59
80 32.97
80 33.89
80 34.62
80 35.30
80 34.57
80 35.20
80 34.56
110 364.23
110 362.77
110 375.54
110 363.48
110 376.33
110 375.96
110 376.75
110 377.83
110 374.37
110 362.79
70 14.70
70 14.10
70 14.20
70 13.99
70 13.45
70 13.45
70 14.41
70 13.88
70 13.45
70 14.04
100 198.19
100 193.64
100 192.41
100 198.04
100 191.33
100 191.98
100 193.51
100 192.98
100 198.08
100 198.91
60 5.83
60 6.47
60 6.50
60 6.53
60 5.78
60 6.03
60 5.90
60 6.64
60 6.02
60 6.42
50 3.77
50 3.64
50 3.52
50 3.79
50 3.32
50 3.76
50 3.23
50 3.28
50 3.34
50 3.75
40 1.34
40 1.29
40 1.33
40 1.28
40 1.28
40 1.34
40 1.34
40 1.34
40 1.34
40 1.34
30 0.65
30 0.64
30 0.64
30 0.65
30 0.64
30 0.66
30 0.64
30 0.64
30 0.65
30 0.64
20 0.50
20 0.48
20 0.49
20 0.49
20 0.49
20 0.48
20 0.48
20 0.49
20 0.48
20 0.49
10 0.49
10 0.49
10 0.49
10 0.50
10 0.49
10 0.49
10 0.48
10 0.49
10 0.49
10 0.49
90 76.04
90 75.25
90 72.91
90 72.83
90 74.91
90 73.21
90 73.48
90 75.98
90 73.52
90 76.09


100 193.26
100 192.27
100 191.59
100 199.70
100 192.52
100 191.69
100 199.06
100 199.91
100 200.01
100 199.59
50 3.85
50 3.80
50 3.29
50 3.22
50 3.80
50 3.72
50 3.81
50 3.39
50 3.27
50 3.77
110 378.10
110 365.52
110 378.32
110 365.75
110 365.38
110 377.95
110 377.06
110 377.47
110 377.73
110 377.96
60 6.71
60 6.72
60 5.99
60 5.95
60 6.63
60 6.67
60 5.96
60 6.03
60 6.03
60 6.48
120 581.57
70 14.68
70 14.13
70 13.96
70 13.97
70 14.63
70 14.03
70 13.30
70 14.52
70 13.94
70 14.62
80 34.01
80 33.39
80 34.54
80 32.89
80 34.71
80 32.99
80 32.77
80 34.64
80 33.13
80 33.97
10 0.48
10 0.49
10 0.48
10 0.49
10 0.50
10 0.49
10 0.49
10 0.49
10 0.49
10 0.48
90 93.05
90 92.67
90 92.07
90 92.86
90 91.78
90 92.26
90 89.49
90 88.91
90 89.91
90 89.68
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
30 0.64
30 0.64
30 0.64
30 0.64
30 0.63
30 0.65
30 0.65
30 0.65
30 0.64
30 0.65
40 1.33
40 1.55
40 1.54
40 1.32
40 1.55
40 1.35
40 1.20
40 1.32
40 1.53
40 1.30


70 14.25
70 14.62
70 14.07
70 14.16
70 13.52
70 14.03
70 14.59
70 14.68
70 13.60
70 13.62
80 34.83
80 33.51
80 33.60
80 34.06
80 34.77
80 34.09
80 34.91
80 34.16
80 34.06
80 34.73
10 0.50
10 0.49
10 0.49
10 0.48
10 0.49
10 0.49
10 0.49
10 0.48
10 0.49
10 0.49
90 95.12
90 95.11
90 94.60
90 92.10
90 91.96
90 91.84
90 92.16
90 95.28
90 95.59
90 92.10
20 0.50
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
20 0.49
30 0.65
30 0.64
30 0.65
30 0.66
30 0.65
30 0.64
30 0.64
30 0.65
30 0.64
30 0.65
40 1.28
40 1.35
40 1.38
40 1.54
40 1.35
40 1.33
40 1.34
40 1.34
40 1.29
40 1.33
100 192.46
100 192.81
100 192.18
100 199.93
100 201.19
100 193.81
100 192.45
100 191.23
100 200.49
100 200.59
50 3.26
50 3.35
50 3.69
50 3.27
50 3.86
50 3.19
50 3.88
50 3.59
50 3.29
50 3.82
110 369.46
110 367.47
110 365.18
110 378.68
110 380.73
110 379.00
110 378.20
110 379.10
110 379.07
110 378.22
60 6.65
60 6.49
60 6.28
60 5.88
60 5.80
60 5.85
60 6.05
60 6.48
60 6.42
60 5.74
120 583.96


